id,bucket,variant,snr_out,stoi,pesq_wb
0034,changing_-5,n_hat zeroed,11.97410774230957,0.9311538411257662,2.264960765838623
0034,changing_-5,ref zeroed,1.9029533863067627,0.8520278162272551,1.1298402547836304
0034,changing_-5,coh zeroed,12.066173553466797,0.9295173538318946,2.271467685699463
0035,changing_-5,as trained,25.776397705078125,0.9881903946363831,2.664820432662964
0035,changing_-5,n_hat zeroed,25.801841735839844,0.9883121958121507,2.680447816848755
0035,changing_-5,ref zeroed,12.963279724121094,0.9470664640240001,1.9295158386230469
0035,changing_-5,coh zeroed,23.892574310302734,0.9874138297894159,2.5380032062530518
0036,changing_-5,as trained,20.76224136352539,0.9790618642092401,2.856348752975464
0036,changing_-5,n_hat zeroed,20.75305938720703,0.9789168023544165,2.86674165725708
0036,changing_-5,ref zeroed,9.641793251037598,0.9501455323101624,1.7643778324127197
0036,changing_-5,coh zeroed,20.917057037353516,0.9783367312614114,2.821162462234497
0037,changing_-5,as trained,11.938962936401367,0.9464295088349821,1.674214482307434
0037,changing_-5,n_hat zeroed,11.943134307861328,0.9462528707498821,1.6493747234344482
0037,changing_-5,ref zeroed,4.87423038482666,0.6766306616810076,1.0716503858566284
0037,changing_-5,coh zeroed,11.842201232910156,0.9436012142545473,1.6088840961456299
0038,changing_-5,as trained,15.731374740600586,0.9630166289063312,2.841547966003418
0038,changing_-5,n_hat zeroed,15.641541481018066,0.9624738804152131,2.6311228275299072
0038,changing_-5,ref zeroed,10.86499309539795,0.9500163398521578,2.1013293266296387
0038,changing_-5,coh zeroed,15.709798812866211,0.9651160906071299,2.833195686340332
0039,changing_-5,as trained,12.583036422729492,0.955384413725144,1.9244663715362549
0039,changing_-5,n_hat zeroed,12.602577209472656,0.9555581223182189,1.9312996864318848
0039,changing_-5,ref zeroed,0.9957441687583923,0.9057517258666468,1.1708488464355469
0039,changing_-5,coh zeroed,12.600358963012695,0.9554392835065464,1.9007738828659058
0000,changing_0,as trained,10.83931827545166,0.9706165300961874,2.592256784439087
0000,changing_0,n_hat zeroed,10.864882469177246,0.9708861941949346,2.6041674613952637
0000,changing_0,ref zeroed,2.5946762561798096,0.9101524493154364,1.7346832752227783
0000,changing_0,coh zeroed,10.798563957214355,0.9701784697568118,2.5760445594787598
